query_number,query_text,matched_codes,match_count
4065,"AND([ControversialBusinessPracticesSignifInvolv] False,[FossilFuelInvolvementPAI] False,NOT ([NBSOverallFlag] IN 'RED'),[ShaleOilGasInvolvement] NONE 'Production|Services',[InvolvInContrWeapons] False)",NBSOverallFlag,1
4066,"AND([ControversialBusinessPracticesSignifInvolv] False,[InvolvInContrWeapons] False,[NBSOverallFlag] IN 'Green')",NBSOverallFlag,1
4067,"AND([ControversialBusinessPracticesSignifInvolv] False,[InvolvInContrWeapons] False,NOT ([NBSOverallFlag] IN 'RED'),[GovernanceControversy] False,[CoalMiningRevShareMaxThermal] < '0.01',[SDGROverall] >= '0.2')",NBSOverallFlag,1
4090,"AND([CountryOfCoverage] == 'Israel',OR([NBSOverallFlag] == 'Red',[NBSOverallFlag] == 'Amber'))","NBSOverallFlag, NBSOverallFlag",2
4142,"AND([CountryOfIncorporation] == 'Australia',OR([AnimalWelLiveExportSigInvolvem] ANY 'At least 10%',[AnimalWelfareInvolvement] ANY 'Factory Farming',[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical'))",AnimalWelfareInvolvement,1
4162,"AND([CountryOfIncorporation] == 'Indonesia',[CivFADistMaxRev] == '0.05',[CivFAInvolvement] ANY 'Production|Distribution|Services',[CivFAProdServMaxRev] == '0.05',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[MilitaryEqmtDistMaxRev] == '0.05',[MilitaryEqmtProdServMaxRev] == '0.05',[WhitePhosphorusOverallFlag] == 'RED',[CoalMiningRevShareMaxThermal] <= '0.1',[NuclearPowerInvolvement] ANY 'Production',[issuerID] < '0',[NBSOverallFlag] == 'RED',[NBSOverallFlag] == 'Amber',[IsESGStandardsUNGCSignatory] True,[AlcoholDistributionMaxRev] == '0.05',[AlcoholTotalProdMaxRev] == '0.05',[AlcoholServiceMaxRev] == '0.05',[GamblingInvolvement] ANY 'Production|Distribution|Services',[PornographyInvolvement] ANY 'Production|Distribution|Services',[TobaccoDistMaxRev] == '0.05',[TobaccoInvolvement] ANY 'Production',[TobaccoServMaxRev] == '0.05')","NBSOverallFlag, NBSOverallFlag",2
4221,"AND([CountryOfIncorporation] IN 'Brazil|Chile|China|Colombia|Czech Republic|Egypt|Greece|Hungary|India|Indonesia|Malaysia|Mexico|Pakistan|Peru|Philippines|Poland|Qatar|Russia|South Africa|South Korea|Taiwan|Thailand|Turkey|United Arab Emirates',[NBSOverallFlag] IN 'RED|Amber|Green')",NBSOverallFlag,1
4252,"AND([CRBusEthicsRating] == 'A+',[NBSOverallFlag] == 'Green')",NBSOverallFlag,1
4268,"AND([CRProdServRating] IN 'A+|A|A-|B+|B|B-|C+|C|C-|D+|D|D-',OR([GMOInvolvement] ANY 'Agriculture|Pharmaceutical|Other',[AlcoholInvolvement] ANY 'Production|Distribution|Services',[GamblingInvolvement] ANY 'Production|Distribution|Services',[PorkInvolvement] ANY 'Production|Distribution',[PornographyInvolvement] ANY 'Production|Distribution|Services',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[ViolentVideoGamesInvolvement] ANY 'Production',[AnimalWelfareInvolvement] ANY 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[ForProfitCorrFacInvolvement] True,[HazardousPestProdSigInvolvement] ANY 'Less than 5%|At least 5%',[PredatoryLendingInvolvement] True,[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution'),OR([GICSIndustry] == 'Health Care Equipment & Supplies',[GICSIndustry] == 'Health Care Providers & Services',[GICSIndustry] == 'Health Care Technology'))",AnimalWelfareInvolvement,1
4348,"AND([CWRSelectedRatioByWeightRed] == '0',OR([FossilFuelHoldingMaxRevRatio] <= '0.1',[FossilFuelInvolvement] IS :NA),OR([GamblingHoldingMaxRevRatio] <= '0.1',[GamblingInvolvement] IS :NA),OR([PornographyHoldingMaxRevRatio] <= '0.1',[PornographyInvolvement] IS :NA),OR([OilSandsRevShareMax] <= '0.1',[OilSandsInvolvement] IS :NA),OR([CannabisRevShareMax] <= '0.1',[CannabisInvolvement] IS :NA),OR([PowGenCoalHoldingMaxRevRatio] <= '0.1',[PowGenCoalInvolvement] IS :NA),OR([MilitaryEqmtCombatInvolvement] IS :NA,[MilitaryEqmtCombatInvolvement] NONE 'Production'),OR([AlcoholInvolvement] IS :NA,[AlcoholHoldingMaxRevRatio] <= '0.1'),OR([TobaccoInvolvement] IS :NA,[TobaccoHoldingMaxRevRatio] <= '0.1'),OR([MilitaryEqmtInvolvement] IS :NA,[MilitaryEqmtInvolvement] NONE 'Production'))",FossilFuelInvolvement,1
4387,"AND([EnergyExtractivesInvolvement] ANY 'Energy|Extractives|Other',[FossilFuelInvolvement] ANY 'Production|Exploration|Services')",FossilFuelInvolvement,1
4388,"AND([EnergyExtractivesInvolvement] ANY 'Extractives',[FossilFuelInvolvement] ANY 'Production')",FossilFuelInvolvement,1
4389,"AND([EnergyExtractivesInvolvement] ANY 'Extractives',[FossilFuelInvolvement] ANY 'Production|Exploration',[PowGenRevShareRenewableMax] <= '0.4',[FossilFuelGasExtractRevShareMax] <= '0.4')",FossilFuelInvolvement,1
4412,"AND([ESGRatingDecileRank] == '1',[NBSOverallFlag] == 'RED')",NBSOverallFlag,1
4460,"AND([ESGRatingParentEntityID] IS :NA,OR([AnimalWelfareInvolvement] ANY 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[ForProfitCorrFacInvolvement] True,[GMOInvolvement] ANY 'Agriculture|Pharmaceutical|Other',[HazardousPestProdSigInvolvement] ANY 'Less than 5%|At least 5%',[PredatoryLendingInvolvement] True,[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution'))",AnimalWelfareInvolvement,1
4462,"AND([ESGRatingParentEntityID] IS :NA,OR([CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[HydraulicFracturingInvolvement] ANY 'Production|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[PowGenInvolvement] ANY 'Production',[ShaleOilGasInvolvement] ANY 'Production|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[CivFAInvolvement] ANY 'Production|Distribution|Services',[AbortionAnyTie] True,[AbortifacientsInvolvement] ANY 'Production|Distribution|Services',[ContraceptivesInvolvement] ANY 'Production|Distribution|Services',[EuthanasiaInvolvement] ANY 'Pharmaceuticals|Active Euthanasia',[StemCellAnyTie] True,[GMOInvolvement] ANY 'Agriculture|Pharmaceutical|Other',[AlcoholInvolvement] ANY 'Production|Distribution|Services',[GamblingInvolvement] ANY 'Production|Distribution|Services',[PorkInvolvement] ANY 'Production|Distribution',[PornographyInvolvement] ANY 'Production|Distribution|Services',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[ViolentVideoGamesInvolvement] ANY 'Production',[AnimalWelfareInvolvement] ANY 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[ForProfitCorrFacInvolvement] True,[HazardousPestProdSigInvolvement] ANY 'Less than 5%|At least 5%',[PredatoryLendingInvolvement] True,[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution'),OR([oekomIndustry] == 'Beverages',[oekomIndustry] == 'Food Products',[oekomIndustry] == 'Household & Personal Products',[oekomIndustry] == 'Tobacco'))","FossilFuelInvolvement, AnimalWelfareInvolvement",2
4463,"AND([ESGRatingParentEntityID] IS :NA,OR([CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[HydraulicFracturingInvolvement] ANY 'Production|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[PowGenInvolvement] ANY 'Production',[ShaleOilGasInvolvement] ANY 'Production|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[CivFAInvolvement] ANY 'Production|Distribution|Services',[AbortionAnyTie] True,[AbortifacientsInvolvement] ANY 'Production|Distribution|Services',[ContraceptivesInvolvement] ANY 'Production|Distribution|Services',[EuthanasiaInvolvement] ANY 'Pharmaceuticals|Active Euthanasia',[StemCellAnyTie] True,[GMOInvolvement] ANY 'Agriculture|Pharmaceutical|Other',[AlcoholInvolvement] ANY 'Production|Distribution|Services',[GamblingInvolvement] ANY 'Production|Distribution|Services',[PorkInvolvement] ANY 'Production|Distribution',[PornographyInvolvement] ANY 'Production|Distribution|Services',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[ViolentVideoGamesInvolvement] ANY 'Production',[AnimalWelfareInvolvement] ANY 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[ForProfitCorrFacInvolvement] True,[HazardousPestProdSigInvolvement] ANY 'Less than 5%|At least 5%',[PredatoryLendingInvolvement] True,[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution'),OR([oekomIndustry] == 'Telecommunications',[oekomIndustry] == 'Media'))","FossilFuelInvolvement, AnimalWelfareInvolvement",2
4482,"AND([ESQSEnvironmentDec] > '7',[BoardStructureQualityScoreDec] > '7',[NBSOverallFlag] IN 'RED|Amber|Green')",NBSOverallFlag,1
4494,"AND([ESQSSocProductSafetyAniWlfareDec] >= '2',OR([AnimalWelfareThirdPartyLists] ANY 'PETA|USDA Violation of the Animal Welfare Act',[AnimalWelfareInvolvement] ANY 'Factory Farming'))",AnimalWelfareInvolvement,1
4515,"AND([EUTaxLCTTransportOverallAlignM] ANY 'Aligned|Aligned (>90%)|Aligned (>80%)|Aligned (>70%)|Aligned (>60%)|Aligned (>50%)|Aligned (>40%)|Aligned (>30%)|Aligned (>20%)|Aligned (>10%)|Aligned (>0%)|Likely aligned (100%)|Likely aligned (>90%)|Likely aligned (>80%)|Likely aligned (>70%)|Likely aligned (>60%)|Likely aligned (>50%)|Likely aligned (>40%)|Likely aligned (>30%)|Likely aligned (>20%)|Likely aligned (>10%)|Likely aligned (>0%)|Potentially aligned (100%)|Potentially aligned (>90%)|Potentially aligned (>80%)|Potentially aligned (>70%)|Potentially aligned (>60%)|Potentially aligned (>50%)|Potentially aligned (>40%)|Potentially aligned (>30%)|Potentially aligned (>20%)|Potentially aligned (>10%)|Potentially aligned (>0%)|Likely not aligned|Not aligned',OR([EUTaxRelevantActivityInvolvement] True,[EUTaxRelevantActivityInvolvement] False))",EUTaxLCTTransportOverallAlignM,1
4586,"AND([FossilFuelDistMaxRev] > '0.05',[FossilFuelRisk] NONE 'Production|Exploration',[FossilFuelInvolvement] NONE 'Production|Exploration',[FossilFuelExplMaxRev] > '0',[FossilFuelProdMaxRev] > '0',[FossilFuelTotalExtracRevShareMax] > '0',[FossilFuelTotalRefProRevShareMax] > '0',[FossilFuelTotalPowerRevShareMax] > '0',[FossilFuelServMaxRev] > '0.05',[GamblingDistMaxRev] > '0.05',[GamblingServMaxRev] > '0.05',[GamblingInvolvement] NONE 'Production',[GamblingProdMaxRev] > '0',[TobaccoInvolvement] NONE 'Production',[TobaccoDistMaxRev] > '0.05',[TobaccoServMaxRev] > '0.05',[TobaccoECigarettes] False,[NuclearPowerInvolvement] NONE 'Production',[NuclearPowerUraniumRevShareMax] > '0',[NuclearPowerProdRevShareMax] > '0',[NuclearPowerServRevShareMax] > '0.05',[MilitaryEqmtInvolvement] NONE 'Production',[MilitaryEqmtCombatInvolvement] NONE 'Production',[MilitaryEqmtDistMaxRev] > '0.05',[MilitaryEqmtProdServMaxRev] > '0.05',[AnimalWelfareFactoryFarmingRisk] False,[AnimalWelfareAnimTestInvolvement] NONE 'Pharmaceutical|Non-Pharmaceutical',[AnimalWelfareInvolvement] NONE 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CRSubstanceConcernUse] > '0',[CRScContSustChemicalsMgmt] == 'D-',[HazardousSubstThirdPartyLists] NONE 'ChemSec SIN List|REACH Authorisation List|REACH Candidate List',[ForProfitCorrFacInvolvement] False,[AlcoholDistributionMaxRev] > '0.2',[AlcoholTotalProdMaxRev] > '0.05',[SusSolHealthPercentSigObstruct] > '0.33',[PornographyProdMaxRev] > '0',[PornographyDistMaxRev] > '0.05',[PredatoryLendingInvolvement] False,[RatioOfWomenOnBoard] > '0')","FossilFuelInvolvement, AnimalWelfareInvolvement",2
4594,"AND([FossilFuelInvolvement] ANY 'Distribution',[FossilFuelRevShareMin] >= '0.05')",FossilFuelInvolvement,1
4595,"AND([FossilFuelInvolvement] ANY 'Distribution',OR([FossilFuelTotGasProdRevShareMin] > '0',[FossilFuelTotOilProdRevShareMin] > '0'))",FossilFuelInvolvement,1
4596,"AND([FossilFuelInvolvement] ANY 'Distribution|Services',[FossilFuelRevShareMax] > '0.1')",FossilFuelInvolvement,1
4597,"AND([FossilFuelInvolvement] ANY 'Distribution|Services',[FossilFuelRevShareMin] > '0.3')",FossilFuelInvolvement,1
4598,"AND([FossilFuelInvolvement] ANY 'Distribution|Services',[FossilFuelRevShareMin] > '0')",FossilFuelInvolvement,1
4599,"AND([FossilFuelInvolvement] ANY 'Distribution|Services',[FossilFuelRevShareMin] >= '0.5')",FossilFuelInvolvement,1
4600,"AND([FossilFuelInvolvement] ANY 'Distribution|Services',OR([FossilFuelDistMaxRev] > '0',[FossilFuelServMaxRev] > '0'),OR([EnergyExtractivesProfileNote] CTN 'oil',[EnergyExtractivesProfileNote] CTN 'gas'))",FossilFuelInvolvement,1
4601,"AND([FossilFuelInvolvement] ANY 'Exploration',[FundESGRatingStars] IS :NC)",FossilFuelInvolvement,1
4602,"AND([FossilFuelInvolvement] ANY 'Production',[EnergyExtractivesInvolvement] ANY 'Energy',[PowGenRevShareMin] > '0')",FossilFuelInvolvement,1
4603,"AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelProdMaxRev] >= '0.1')",FossilFuelInvolvement,1
4604,"AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelRevShareMax] > '0.05')",FossilFuelInvolvement,1
4605,"AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelRevShareMin] == '0.50',[DividendYield] <= '0.05',[FiveYearTSRCumulative] < '0.05',[OverallQualityScoreDec] > '7')",FossilFuelInvolvement,1
4606,"AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelRevShareMin] > '0.5',[PowGenInvolvement] ANY 'Production',[issuerID] < '0',[issuerID] < '0')",FossilFuelInvolvement,1
4607,"AND([FossilFuelInvolvement] ANY 'Production',[FossilFuelRevShareMin] >= '0.05')",FossilFuelInvolvement,1
4608,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelProdMaxRev] > '0.05')",FossilFuelInvolvement,1
4609,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelRevShareMax] > '0.1')",FossilFuelInvolvement,1
4610,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelRevShareMax] > '0')",FossilFuelInvolvement,1
4611,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelRevShareMin] > '0.1')",FossilFuelInvolvement,1
4612,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelRevShareMin] > '0')",FossilFuelInvolvement,1
4613,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelRevShareMin] >= '0.2')",FossilFuelInvolvement,1
4614,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[FossilFuelTotalRefProRevShareMin] >= '0.1',[FossilFuelTotalPowerRevShareMin] >= '0.1',[FossilFuelServMinRev] >= '0.1',[NuclearPowerUraniumRevShareMin] >= '0.1',[GamblingProdMinRev] > '0',[GamblingServMinRev] >= '0.1',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.1',[AlcoholTotalProdMinRev] > '0',[AlcoholDistributionMinRev] >= '0.1',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.1',[TobaccoServMinRev] >= '0.1',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[CivFAInvolvement] ANY 'Production',[MilitaryEqmtInvolvement] ANY 'Production',[CivFADistMinRev] >= '0.1',[MilitaryEqmtDistMinRev] >= '0.1',[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical',[AnimalWelfareInvolvement] ANY 'Live Export',[PredatoryLendingInvolvement] True,[NBSOverallFlag] == 'RED',[PalmOilRevShareMin] >= '0.1',[PalmOilMinRSPOCert] <= '0.1')","FossilFuelInvolvement, AnimalWelfareInvolvement, NBSOverallFlag",3
4615,"AND([FossilFuelInvolvement] ANY 'Production|Exploration',[MarketCap] > '250000000')",FossilFuelInvolvement,1
4616,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelRevShareMax] > '0.25')",FossilFuelInvolvement,1
4617,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelRevShareMax] >= '0.05')",FossilFuelInvolvement,1
4618,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelTotOilProdRevShareMax] > '0.2')",FossilFuelInvolvement,1
4619,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[HydraulicFracturingInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[ShaleOilGasInvolvement] ANY 'Production|Services')",FossilFuelInvolvement,1
4620,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[EnergyExtractivesInvolvement] ANY 'Energy|Extractives|Other')",FossilFuelInvolvement,1
4621,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[EnergyExtractivesProfileNote] CTN 'is',[FossilFuelDistMaxRev] >= '0',[FossilFuelExplMaxRev] >= '0',[FossilFuelProdMaxRev] >= '0',[FossilFuelServMaxRev] >= '0',[FossilFuelTotalExtracRevShareMax] >= '0',[FossilFuelTotalPowerRevShareMax] >= '0',[FossilFuelRevShareMax] >= '0')",FossilFuelInvolvement,1
4622,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelDisclosure] == 'Calculated/Estimated',[NuclearPowerDisclosure] IN 'Calculated/Estimated',[GamblingInvolvement] ANY 'Production|Distribution|Services',[GamblingRevenueDisclosure] IN 'Calculated/Estimated',[PornographyInvolvement] ANY 'Production|Distribution',[PornographyRevenueDisclosure] IN 'Company Reported|Calculated/Estimated',[APMinesOverallFlag] IN 'RED|Amber|Green',[BiologicalWeaponsOverallFlag] IN 'RED|Amber|Green',[ChemicalWeaponsOverallFlag] IN 'RED|Amber|Green',[ClusterMunitionsOverallFlag] IN 'RED|Amber|Green',[DepletedUraniumOverallFlag] IN 'RED|Amber|Green',[IncendiaryWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber|Green',[WhitePhosphorusOverallFlag] IN 'RED|Amber|Green',[MilitaryEqmtRevShareInterval] IN '[0-0%]|(0-1%)|[1-5%)|[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[CivFAInvolvement] ANY 'Production|Distribution|Services',[CivFARevShareInterval] IN '[0-0%]|(0-1%)|[1-5%)|[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[AlcoholInvolvement] ANY 'Production|Distribution|Services',[AlcoholRevenueDisclosure] IN 'Company Reported|Calculated/Estimated',[TobaccoRevenueDisclosure] IN 'Company Reported|Calculated/Estimated',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical',[AnimalWelLiveExportSigInvolvem] ANY 'Less than 10%|At least 10%',[PredatoryLendingInvolvement] True,[NBSOverallFlag] IN 'RED|Amber|Green')","FossilFuelInvolvement, NBSOverallFlag",2
4623,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelRevShareMax] > '0.05')",FossilFuelInvolvement,1
4624,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelRevShareMax] >= '0.1')",FossilFuelInvolvement,1
4625,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelRevShareMin] > '0',[FossilFuelRevShareMax] > '0')",FossilFuelInvolvement,1
4626,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelRevShareMin] > '0')",FossilFuelInvolvement,1
4627,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[IssuerRegion] == 'Europe')",FossilFuelInvolvement,1
4628,"AND([FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',OR([NuclearPowerInvolvement] ANY 'Production|Services',[BrownExpInvolved] True,[CoalReservesVolumeMT] > '1000'))",FossilFuelInvolvement,1
4629,"AND([FossilFuelInvolvement] NONE 'Production|Exploration',[FossilFuelRevShareMin] >= '0.5',[IssuerType] == 'Publicly-held')",FossilFuelInvolvement,1
4630,"AND([FossilFuelInvolvement] NONE 'Production|Exploration|Distribution',[FossilFuelRevShareMin] >= '0.5',[IssuerType] == 'Publicly-held')",FossilFuelInvolvement,1
